Symbol,Open Price ($),Close Price ($),Highest Price ($),Lowest Price ($),Date
C:EURUSD,1.0971,1.0969,1.0971,1.0969,2023-07-08
C:EURUSD,1.0968,1.0968,1.097,1.0957,2023-07-09
C:EURUSD,1.09668,1.1004,1.1009,1.0942,2023-07-10
C:EURUSD,1.10051,1.10134,1.10269,1.0976,2023-07-11
C:EURUSD,1.10133,1.11405,1.1141,1.101,2023-07-12
C:EURUSD,1.11403,1.12235,1.123,1.1128,2023-07-13
C:EURUSD,1.12233,1.1246,1.1247,1.11878,2023-07-14
C:EURUSD,1.1235,1.1235,1.1235,1.1235,2023-07-15
C:EURUSD,1.12228,1.12272,1.12364,1.12228,2023-07-16
C:EURUSD,1.1227,1.12374,1.1249,1.1203,2023-07-17
C:EURUSD,1.12371,1.12282,1.12757,1.12084,2023-07-18
C:EURUSD,1.12278,1.12048,1.12402,1.1173,2023-07-19
C:EURUSD,1.1205,1.11344,1.12291,1.1117,2023-07-20
C:EURUSD,1.11344,1.1132,1.1145,1.1107,2023-07-21
C:EURUSD,1.1131,1.1127,1.1131,1.1127,2023-07-22
C:EURUSD,1.1124,1.1124,1.11336,1.1119,2023-07-23
C:EURUSD,1.11243,1.10629,1.1147,1.1058,2023-07-24
C:EURUSD,1.10627,1.105,1.1087,1.102,2023-07-25
C:EURUSD,1.10498,1.10777,1.11065,1.1036,2023-07-26
C:EURUSD,1.10777,1.09778,1.115,1.0964,2023-07-27
C:EURUSD,1.09779,1.1035,1.10476,1.09429,2023-07-28
C:EURUSD,1.10104,1.10236,1.10279,1.10104,2023-07-30
C:EURUSD,1.10235,1.09965,1.1046,1.09914,2023-07-31
C:EURUSD,1.09965,1.10073,1.102,1.0952,2023-08-01
C:EURUSD,1.10076,1.09433,1.10076,1.0917,2023-08-02
C:EURUSD,1.0943,1.09506,1.09626,1.0911,2023-08-03
C:EURUSD,1.09511,1.1025,1.10418,1.0934,2023-08-04
C:EURUSD,1.10047,1.10023,1.10136,1.0999,2023-08-06
C:EURUSD,1.10022,1.10025,1.1013,1.0964,2023-08-07
C:EURUSD,1.10024,1.09588,1.1011,1.09287,2023-08-08
C:EURUSD,1.09593,1.0976,1.0996,1.0954,2023-08-09
C:EURUSD,1.09769,1.09814,1.10647,1.0966,2023-08-10
C:EURUSD,1.09816,1.0963,1.1005,1.0941,2023-08-11
C:EURUSD,1.09418,1.09431,1.09568,1.09396,2023-08-13
C:EURUSD,1.0943,1.0906,1.0961,1.0874,2023-08-14
C:EURUSD,1.09076,1.09034,1.09523,1.08952,2023-08-15
C:EURUSD,1.09037,1.08745,1.0935,1.087,2023-08-16
C:EURUSD,1.08743,1.08741,1.0919,1.0855,2023-08-17
C:EURUSD,1.08743,1.089,1.0894,1.08112,2023-08-18
C:EURUSD,1.08657,1.08747,1.08783,1.08641,2023-08-20
C:EURUSD,1.08745,1.08973,1.0914,1.0868,2023-08-21
C:EURUSD,1.08971,1.0845,1.09303,1.0831,2023-08-22
C:EURUSD,1.08462,1.0864,1.0872,1.0801,2023-08-23
C:EURUSD,1.08655,1.07985,1.0877,1.0792,2023-08-24
C:EURUSD,1.07983,1.0794,1.08411,1.0765,2023-08-25
C:EURUSD,1.07638,1.07966,1.08008,1.07638,2023-08-27
C:EURUSD,1.07969,1.08256,1.083,1.0795,2023-08-28
C:EURUSD,1.08256,1.08692,1.0893,1.0781,2023-08-29
C:EURUSD,1.08691,1.09294,1.09456,1.0854,2023-08-30
C:EURUSD,1.09292,1.0842,1.09396,1.0833,2023-08-31
C:EURUSD,1.08419,1.0796,1.08818,1.07696,2023-09-01
C:EURUSD,1.0796,1.0796,1.0796,1.0796,2023-09-03
C:EURUSD,1.0778,1.07909,1.0809,1.0773,2023-09-04
C:EURUSD,1.0791,1.0723,1.07983,1.0705,2023-09-05
C:EURUSD,1.07248,1.07236,1.0749,1.07018,2023-09-06
C:EURUSD,1.07239,1.0695,1.0732,1.0685,2023-09-07
C:EURUSD,1.06975,1.0712,1.0744,1.0692,2023-09-08
C:EURUSD,1.0712,1.0712,1.0712,1.0712,2023-09-09
C:EURUSD,1.07107,1.0716,1.0722,1.07065,2023-09-10
C:EURUSD,1.07162,1.07475,1.07594,1.0708,2023-09-11
C:EURUSD,1.07472,1.07529,1.07687,1.0704,2023-09-12
C:EURUSD,1.07532,1.07328,1.0765,1.07109,2023-09-13
C:EURUSD,1.07328,1.06348,1.0754,1.0628,2023-09-14
C:EURUSD,1.06354,1.0672,1.0688,1.0632,2023-09-15
C:EURUSD,1.06548,1.06677,1.0669,1.06542,2023-09-17
C:EURUSD,1.06677,1.0691,1.0699,1.0653,2023-09-18
C:EURUSD,1.06919,1.06813,1.0718,1.06738,2023-09-19
C:EURUSD,1.06814,1.06499,1.0737,1.0646,2023-09-20
C:EURUSD,1.06496,1.06601,1.06735,1.06165,2023-09-21
C:EURUSD,1.06602,1.0671,1.0672,1.0614,2023-09-22
C:EURUSD,1.06398,1.06478,1.0652,1.06398,2023-09-24
C:EURUSD,1.0648,1.0591,1.06555,1.0574,2023-09-25
C:EURUSD,1.05913,1.05691,1.0609,1.056,2023-09-26
C:EURUSD,1.05687,1.05053,1.0574,1.0487,2023-09-27
C:EURUSD,1.05053,1.05621,1.0579,1.049,2023-09-28
C:EURUSD,1.0562,1.0585,1.06171,1.0556,2023-09-29
C:EURUSD,1.05664,1.05639,1.05741,1.0557,2023-10-01
C:EURUSD,1.05639,1.04797,1.0592,1.0474,2023-10-02
C:EURUSD,1.04798,1.0468,1.0494,1.0447,2023-10-03
C:EURUSD,1.04685,1.05066,1.05321,1.045,2023-10-04
C:EURUSD,1.05063,1.0545,1.0553,1.0499,2023-10-05
C:EURUSD,1.05461,1.06,1.0601,1.0482,2023-10-06
C:EURUSD,1.05624,1.05659,1.0569,1.05488,2023-10-08
C:EURUSD,1.05662,1.05783,1.0581,1.0518,2023-10-09
C:EURUSD,1.05783,1.0604,1.062,1.0553,2023-10-10
C:EURUSD,1.06043,1.0623,1.06347,1.05773,2023-10-11
C:EURUSD,1.06228,1.05355,1.06397,1.0522,2023-10-12
C:EURUSD,1.05356,1.0511,1.05586,1.0494,2023-10-13
C:EURUSD,1.05112,1.05217,1.05251,1.05015,2023-10-15
C:EURUSD,1.05219,1.05543,1.0564,1.0514,2023-10-16
C:EURUSD,1.05541,1.05728,1.0595,1.0531,2023-10-17
C:EURUSD,1.05729,1.05377,1.05941,1.0522,2023-10-18
C:EURUSD,1.05378,1.05862,1.0616,1.0527,2023-10-19
C:EURUSD,1.0586,1.0603,1.06037,1.0564,2023-10-20
C:EURUSD,1.05918,1.0588,1.0594,1.0587,2023-10-22
C:EURUSD,1.05891,1.0668,1.06779,1.057,2023-10-23
C:EURUSD,1.06699,1.05949,1.0695,1.0582,2023-10-24
C:EURUSD,1.05947,1.05662,1.0608,1.0558,2023-10-25
C:EURUSD,1.0566,1.05636,1.05691,1.05185,2023-10-26
C:EURUSD,1.05635,1.0578,1.0597,1.0534,2023-10-27
C:EURUSD,1.05598,1.05616,1.05757,1.05585,2023-10-29
C:EURUSD,1.05616,1.06135,1.0625,1.0546,2023-10-30
C:EURUSD,1.06137,1.05777,1.06742,1.0556,2023-10-31
C:EURUSD,1.05778,1.05866,1.05868,1.05166,2023-11-01
C:EURUSD,1.05865,1.06151,1.06676,1.0583,2023-11-02
C:EURUSD,1.06152,1.0735,1.07467,1.0613,2023-11-03
C:EURUSD,1.07205,1.07311,1.07331,1.07205,2023-11-05
C:EURUSD,1.07311,1.0717,1.07567,1.07138,2023-11-06
C:EURUSD,1.07183,1.06957,1.072,1.0663,2023-11-07
C:EURUSD,1.06958,1.0711,1.0716,1.0658,2023-11-08
C:EURUSD,1.07112,1.06667,1.07253,1.0659,2023-11-09
C:EURUSD,1.06669,1.0714,1.0714,1.0655,2023-11-10
C:EURUSD,1.06833,1.06903,1.06903,1.06806,2023-11-12
C:EURUSD,1.06899,1.0701,1.07062,1.0664,2023-11-13
C:EURUSD,1.0701,1.0876,1.08874,1.0691,2023-11-14
C:EURUSD,1.08777,1.08542,1.08858,1.083,2023-11-15
C:EURUSD,1.08543,1.08531,1.08955,1.0811,2023-11-16
C:EURUSD,1.08526,1.0916,1.0918,1.0823,2023-11-17
C:EURUSD,1.09094,1.09053,1.09129,1.09043,2023-11-19
C:EURUSD,1.0905,1.0944,1.0952,1.0896,2023-11-20
C:EURUSD,1.09446,1.09166,1.0966,1.0899,2023-11-21
C:EURUSD,1.09168,1.08878,1.0923,1.0851,2023-11-22
C:EURUSD,1.08879,1.0902,1.09305,1.0886,2023-11-23
C:EURUSD,1.09042,1.0948,1.0949,1.0893,2023-11-24
C:EURUSD,1.09371,1.09393,1.09471,1.09284,2023-11-26
C:EURUSD,1.09399,1.0959,1.096,1.0924,2023-11-27
C:EURUSD,1.0959,1.10041,1.1009,1.0933,2023-11-28
C:EURUSD,1.10041,1.0973,1.10173,1.0959,2023-11-29
C:EURUSD,1.0973,1.08916,1.0984,1.08775,2023-11-30
C:EURUSD,1.08917,1.0891,1.0914,1.08285,2023-12-01
C:EURUSD,1.08693,1.08855,1.08946,1.08648,2023-12-03
C:EURUSD,1.08854,1.08374,1.08863,1.0803,2023-12-04
C:EURUSD,1.08373,1.07933,1.08473,1.0777,2023-12-05
C:EURUSD,1.0794,1.07663,1.0805,1.0757,2023-12-06
C:EURUSD,1.07664,1.07892,1.08176,1.07549,2023-12-07
C:EURUSD,1.07899,1.0772,1.08006,1.07232,2023-12-08
C:EURUSD,1.07488,1.07647,1.07673,1.07488,2023-12-10
C:EURUSD,1.0765,1.0765,1.0779,1.0741,2023-12-11
C:EURUSD,1.07654,1.0798,1.08282,1.0759,2023-12-12
C:EURUSD,1.07982,1.08827,1.08966,1.0771,2023-12-13
C:EURUSD,1.0883,1.09933,1.10091,1.0878,2023-12-14
C:EURUSD,1.09932,1.0907,1.1005,1.0876,2023-12-15
C:EURUSD,1.08898,1.08946,1.09007,1.08898,2023-12-17
C:EURUSD,1.08947,1.09227,1.0931,1.0893,2023-12-18
C:EURUSD,1.09233,1.09791,1.09874,1.0913,2023-12-19
C:EURUSD,1.09793,1.0944,1.09795,1.0928,2023-12-20
C:EURUSD,1.09432,1.10056,1.1013,1.0934,2023-12-21
C:EURUSD,1.10062,1.1026,1.10402,1.09938,2023-12-22
C:EURUSD,1.10118,1.10118,1.10118,1.10118,2023-12-24
C:EURUSD,1.1016,1.10183,1.1086,1.09885,2023-12-25
C:EURUSD,1.10186,1.1042,1.10452,1.1007,2023-12-26
C:EURUSD,1.10421,1.1107,1.1123,1.1027,2023-12-27
C:EURUSD,1.1108,1.10674,1.11395,1.1054,2023-12-28
C:EURUSD,1.10675,1.1036,1.1085,1.1023,2023-12-29
C:EURUSD,1.10353,1.10353,1.10353,1.10353,2023-12-31
C:EURUSD,1.1038,1.1037,1.1077,1.091,2024-01-01
C:EURUSD,1.10366,1.094,1.10434,1.09343,2024-01-02
C:EURUSD,1.09415,1.0926,1.0966,1.08929,2024-01-03
C:EURUSD,1.09261,1.0946,1.0973,1.0914,2024-01-04
C:EURUSD,1.0946,1.0938,1.09985,1.08758,2024-01-05
C:EURUSD,1.09359,1.09411,1.09464,1.09346,2024-01-07
C:EURUSD,1.09413,1.0949,1.0979,1.09226,2024-01-08
C:EURUSD,1.09494,1.09313,1.0967,1.091,2024-01-09
C:EURUSD,1.09319,1.0974,1.0975,1.0921,2024-01-10
C:EURUSD,1.09742,1.09824,1.09904,1.0929,2024-01-11
C:EURUSD,1.09824,1.0941,1.09869,1.0934,2024-01-12
C:EURUSD,1.09463,1.09448,1.09509,1.09431,2024-01-14
C:EURUSD,1.09449,1.09446,1.0968,1.0932,2024-01-15
C:EURUSD,1.09448,1.08783,1.09462,1.0861,2024-01-16
C:EURUSD,1.08785,1.0886,1.0886,1.0844,2024-01-17
C:EURUSD,1.08859,1.088,1.0907,1.0846,2024-01-18
C:EURUSD,1.08796,1.08944,1.0899,1.0864,2024-01-19
C:EURUSD,1.08903,1.08915,1.08974,1.08866,2024-01-21
C:EURUSD,1.08912,1.0877,1.091,1.0875,2024-01-22
C:EURUSD,1.08774,1.08572,1.0916,1.08208,2024-01-23
C:EURUSD,1.08573,1.08811,1.09322,1.085,2024-01-24
C:EURUSD,1.08807,1.08453,1.09019,1.0821,2024-01-25
C:EURUSD,1.08456,1.08416,1.08858,1.0811,2024-01-26
C:EURUSD,1.08454,1.08418,1.08485,1.08411,2024-01-28
C:EURUSD,1.08421,1.08335,1.0851,1.0794,2024-01-29
C:EURUSD,1.08336,1.0842,1.08572,1.081,2024-01-30
C:EURUSD,1.08428,1.08037,1.08874,1.0794,2024-01-31
C:EURUSD,1.08039,1.0874,1.0877,1.08,2024-02-01
C:EURUSD,1.08742,1.0786,1.0898,1.07721,2024-02-02
C:EURUSD,1.07843,1.07792,1.07856,1.07697,2024-02-04
C:EURUSD,1.07794,1.07408,1.07861,1.0722,2024-02-05
C:EURUSD,1.07411,1.07568,1.07624,1.0722,2024-02-06
C:EURUSD,1.07566,1.07755,1.0785,1.0754,2024-02-07
C:EURUSD,1.07751,1.07771,1.0789,1.0741,2024-02-08
C:EURUSD,1.07777,1.0782,1.07954,1.076,2024-02-09
C:EURUSD,1.07805,1.07977,1.07982,1.07802,2024-02-11
C:EURUSD,1.07978,1.07713,1.0806,1.0755,2024-02-12
C:EURUSD,1.07718,1.0707,1.07998,1.0699,2024-02-13
C:EURUSD,1.07084,1.0732,1.0735,1.0693,2024-02-14
C:EURUSD,1.07322,1.07725,1.0786,1.0723,2024-02-15
C:EURUSD,1.07728,1.07724,1.0789,1.0731,2024-02-16
C:EURUSD,1.0775,1.07837,1.07848,1.07719,2024-02-18
C:EURUSD,1.07836,1.07755,1.07894,1.07401,2024-02-19
C:EURUSD,1.07754,1.08098,1.0839,1.076,2024-02-20
C:EURUSD,1.08097,1.08203,1.0825,1.0788,2024-02-21
C:EURUSD,1.08198,1.08255,1.08885,1.0802,2024-02-22
C:EURUSD,1.0825,1.0821,1.084,1.0811,2024-02-23
C:EURUSD,1.08321,1.08188,1.08321,1.08141,2024-02-25
C:EURUSD,1.08186,1.08503,1.08597,1.0811,2024-02-26
C:EURUSD,1.085,1.08411,1.0866,1.0831,2024-02-27
C:EURUSD,1.08411,1.08383,1.0846,1.0796,2024-02-28
C:EURUSD,1.08384,1.08056,1.0856,1.0794,2024-02-29
C:EURUSD,1.08056,1.0839,1.08432,1.0797,2024-03-01
C:EURUSD,1.08391,1.08414,1.08438,1.08349,2024-03-03
C:EURUSD,1.08418,1.08536,1.08669,1.0836,2024-03-04
C:EURUSD,1.0854,1.08555,1.08758,1.08392,2024-03-05
C:EURUSD,1.08556,1.08991,1.09152,1.0841,2024-03-06
C:EURUSD,1.0897,1.09506,1.09512,1.0866,2024-03-07
C:EURUSD,1.0949,1.0939,1.0981,1.0917,2024-03-08
C:EURUSD,1.09398,1.09424,1.09434,1.09355,2024-03-10
C:EURUSD,1.09427,1.09305,1.0948,1.0913,2024-03-11
C:EURUSD,1.09303,1.09267,1.09434,1.0901,2024-03-12
C:EURUSD,1.09268,1.0953,1.09637,1.0918,2024-03-13
C:EURUSD,1.0953,1.0882,1.09549,1.0879,2024-03-14
C:EURUSD,1.08826,1.0889,1.09,1.0871,2024-03-15
C:EURUSD,1.08878,1.08832,1.08907,1.08812,2024-03-17
C:EURUSD,1.08831,1.0873,1.0907,1.0865,2024-03-18
C:EURUSD,1.08731,1.0861,1.0878,1.0833,2024-03-19
C:EURUSD,1.08616,1.09368,1.0939,1.0835,2024-03-20
C:EURUSD,1.0936,1.08618,1.0943,1.0854,2024-03-21
C:EURUSD,1.08621,1.0861,1.0868,1.08,2024-03-22
C:EURUSD,1.0808,1.0807,1.08096,1.08043,2024-03-24
C:EURUSD,1.08071,1.08369,1.08423,1.08,2024-03-25
C:EURUSD,1.08368,1.08325,1.08643,1.0823,2024-03-26
C:EURUSD,1.08324,1.08125,1.0839,1.0809,2024-03-27
C:EURUSD,1.08134,1.07906,1.08267,1.0773,2024-03-28
C:EURUSD,1.079,1.0799,1.0809,1.0766,2024-03-29
C:EURUSD,1.07892,1.07929,1.07962,1.07847,2024-03-31
C:EURUSD,1.0792,1.0737,1.0799,1.0729,2024-04-01
C:EURUSD,1.07371,1.07677,1.0779,1.0723,2024-04-02
C:EURUSD,1.07679,1.08378,1.08406,1.0762,2024-04-03
C:EURUSD,1.08377,1.08362,1.08765,1.0829,2024-04-04
C:EURUSD,1.08363,1.0848,1.0848,1.079,2024-04-05
C:EURUSD,1.08361,1.08296,1.08375,1.08269,2024-04-07
C:EURUSD,1.08295,1.0862,1.0864,1.0819,2024-04-08
C:EURUSD,1.08621,1.08587,1.08851,1.0846,2024-04-09
C:EURUSD,1.08586,1.0741,1.0866,1.0727,2024-04-10
C:EURUSD,1.0739,1.07258,1.0757,1.0698,2024-04-11
C:EURUSD,1.07259,1.067,1.0729,1.0622,2024-04-12
C:EURUSD,1.06334,1.0645,1.0651,1.0632,2024-04-14
C:EURUSD,1.06459,1.06244,1.06652,1.0619,2024-04-15
C:EURUSD,1.06243,1.06208,1.0654,1.0576,2024-04-16
C:EURUSD,1.06207,1.06688,1.06797,1.06058,2024-04-17
C:EURUSD,1.06687,1.06422,1.0691,1.0638,2024-04-18
C:EURUSD,1.06423,1.0669,1.0678,1.0609,2024-04-19
C:EURUSD,1.06544,1.06573,1.06609,1.06537,2024-04-21
C:EURUSD,1.06575,1.06537,1.0671,1.0623,2024-04-22
C:EURUSD,1.06537,1.07022,1.07112,1.0637,2024-04-23
C:EURUSD,1.07023,1.06996,1.07142,1.0677,2024-04-24
C:EURUSD,1.07,1.07265,1.07393,1.0677,2024-04-25
C:EURUSD,1.07265,1.07,1.07528,1.0672,2024-04-26
C:EURUSD,1.06914,1.07067,1.0708,1.06891,2024-04-28
C:EURUSD,1.07069,1.07146,1.0734,1.0688,2024-04-29
C:EURUSD,1.07145,1.06657,1.07353,1.0663,2024-04-30
C:EURUSD,1.06658,1.07172,1.0733,1.0648,2024-05-01
C:EURUSD,1.07174,1.0729,1.0732,1.0673,2024-05-02
C:EURUSD,1.07299,1.07599,1.08116,1.0723,2024-05-03
C:EURUSD,1.0771,1.07581,1.0771,1.0756,2024-05-05
C:EURUSD,1.07581,1.0769,1.0791,1.0754,2024-05-06
C:EURUSD,1.07703,1.07498,1.0788,1.0745,2024-05-07
C:EURUSD,1.07495,1.07467,1.0758,1.0733,2024-05-08
C:EURUSD,1.07465,1.07817,1.0787,1.0723,2024-05-09
C:EURUSD,1.07816,1.0771,1.0791,1.07587,2024-05-10
C:EURUSD,1.07718,1.0769,1.07751,1.07658,2024-05-12
C:EURUSD,1.07699,1.07918,1.0807,1.0764,2024-05-13
C:EURUSD,1.07919,1.08138,1.0826,1.07652,2024-05-14
C:EURUSD,1.08134,1.0888,1.0891,1.0811,2024-05-15
C:EURUSD,1.0888,1.08676,1.0895,1.0853,2024-05-16
C:EURUSD,1.08675,1.08625,1.0879,1.0834,2024-05-17
C:EURUSD,1.0865,1.0871,1.0874,1.08607,2024-05-19
C:EURUSD,1.08723,1.08602,1.08843,1.0852,2024-05-20
C:EURUSD,1.08601,1.08538,1.0876,1.08423,2024-05-21
C:EURUSD,1.08536,1.08249,1.08635,1.0816,2024-05-22
C:EURUSD,1.0825,1.08115,1.0861,1.0803,2024-05-23
C:EURUSD,1.08114,1.0843,1.0858,1.0804,2024-05-24
C:EURUSD,1.08436,1.0847,1.08512,1.08403,2024-05-26
C:EURUSD,1.08464,1.08613,1.08675,1.08207,2024-05-27
C:EURUSD,1.08614,1.08509,1.08891,1.0849,2024-05-28
C:EURUSD,1.0851,1.08008,1.0859,1.07891,2024-05-29
C:EURUSD,1.08007,1.08311,1.08451,1.0787,2024-05-30
C:EURUSD,1.08311,1.08301,1.0882,1.081,2024-05-31
C:EURUSD,1.08475,1.08524,1.08542,1.08439,2024-06-02
C:EURUSD,1.08524,1.09071,1.0911,1.0826,2024-06-03
C:EURUSD,1.0907,1.08814,1.0916,1.0858,2024-06-04
C:EURUSD,1.08815,1.08737,1.0892,1.0853,2024-06-05
C:EURUSD,1.0874,1.08915,1.09019,1.0861,2024-06-06
C:EURUSD,1.08913,1.0816,1.09017,1.0796,2024-06-07
C:EURUSD,1.07718,1.0778,1.0781,1.07621,2024-06-09
C:EURUSD,1.07785,1.07632,1.07812,1.0731,2024-06-10
C:EURUSD,1.07634,1.07399,1.07735,1.0719,2024-06-11
C:EURUSD,1.074,1.08126,1.08523,1.0733,2024-06-12
C:EURUSD,1.08126,1.07375,1.0817,1.0732,2024-06-13
C:EURUSD,1.07371,1.0703,1.0745,1.0666,2024-06-14
C:EURUSD,1.07026,1.07024,1.07087,1.07,2024-06-16
C:EURUSD,1.07022,1.0738,1.07411,1.0685,2024-06-17
C:EURUSD,1.07398,1.07386,1.07614,1.0709,2024-06-18
C:EURUSD,1.07385,1.0747,1.0754,1.0723,2024-06-19
C:EURUSD,1.07469,1.07058,1.07481,1.06989,2024-06-20
C:EURUSD,1.07059,1.0692,1.0721,1.067,2024-06-21
C:EURUSD,1.0683,1.06876,1.06953,1.0683,2024-06-23
C:EURUSD,1.06877,1.07322,1.0747,1.0682,2024-06-24
C:EURUSD,1.0732,1.07091,1.07441,1.0658,2024-06-25
C:EURUSD,1.0708,1.06798,1.0718,1.0664,2024-06-26
C:EURUSD,1.06797,1.07075,1.07265,1.0675,2024-06-27
C:EURUSD,1.07076,1.0713,1.0726,1.0684,2024-06-28
C:EURUSD,1.07445,1.07348,1.07463,1.0732,2024-06-30
C:EURUSD,1.07348,1.07363,1.07764,1.0718,2024-07-01
C:EURUSD,1.07363,1.07479,1.075,1.0708,2024-07-02
C:EURUSD,1.0748,1.07909,1.08164,1.0735,2024-07-03
C:EURUSD,1.07909,1.08104,1.0816,1.0782,2024-07-04
C:EURUSD,1.08103,1.0838,1.0843,1.07956,2024-07-05
C:EURUSD,1.08003,1.08256,1.08328,1.08003,2024-07-07
C:EURUSD,1.08254,1.08303,1.0845,1.0814,2024-07-08
C:EURUSD,1.08303,1.08142,1.0835,1.0803,2024-07-09
C:EURUSD,1.08143,1.0833,1.0837,1.0809,2024-07-10
NDX,12085.67432708806,12066.27182303612,12156.21386217595,12006.0375472456,2023-02-22
NDX,11979.79942470478,11969.651998091,12018.3206363646,11900.83850288913,2023-02-24
NDX,12106.79164897594,12057.78835428847,12159.63814875917,12034.61255297615,2023-02-27
NDX,12041.74638923655,12042.11647933587,12146.52316308931,12021.32096258543,2023-02-28
NDX,12026.71970243576,11937.4752780003,12054.4766806082,11906.57881563152,2023-03-01
NDX,11830.09370712622,11886.87838373074,11908.39096145557,11830.09370712622,2023-03-02
NDX,12110.70528658757,12193.02076296477,12211.27445059489,12095.24156254328,2023-03-03
NDX,12344.64891551357,12302.48444421607,12466.87659439047,12297.56501537421,2023-03-06
NDX,12303.19030281062,12152.17006352639,12344.04492732496,12130.00638141365,2023-03-07
NDX,12181.05780426608,12215.332571401,12237.72007280387,12102.27673210719,2023-03-08
NDX,12230.83658266843,11995.88235998666,12340.44936267155,11970.34221717375,2023-03-09
NDX,12001.69552583921,11830.28178808306,12069.62262033557,11789.85923449393,2023-03-10
NDX,11752.09646595808,11923.16717411544,12073.95498873291,11695.41307336048,2023-03-13
NDX,12078.4620669189,12199.78646849645,12217.87144341241,12035.21710547149,2023-03-14
NDX,12083.23910077472,12251.32123450554,12269.44634370725,12026.18070913052,2023-03-15
NDX,12211.86577904491,12581.39017409703,12595.69435164233,12190.65283340424,2023-03-16
NDX,12570.15787449877,12519.87537150916,12674.34349909335,12444.07822780839,2023-03-17
NDX,12487.79404474406,12562.60737888998,12578.34698916301,12407.81647416362,2023-03-20
NDX,12643.34997021695,12741.43723469103,12762.45196580061,12582.76019045262,2023-03-21
NDX,12742.40594188084,12567.15115251514,12943.61752743047,12563.77830607913,2023-03-22
NDX,12735.59559816523,12729.23276479417,12900.10246229279,12611.67217939815,2023-03-23
NDX,12700.50750344015,12767.04752267372,12770.27867280304,12608.15443934004,2023-03-24
NDX,12797.89504842098,12673.06939037384,12839.42372196783,12647.94315493839,2023-03-27
NDX,12654.90938022227,12610.56902910471,12654.90938022227,12517.87246648811,2023-03-28
NDX,12768.14370634777,12846.03138547273,12867.31872836897,12734.68135348604,2023-03-29
NDX,12934.99265252373,12963.14220516347,12987.97258045158,12894.13728606607,2023-03-30
NDX,12968.95779279255,13181.35053345811,13188.83331806594,12968.00279704574,2023-03-31
NDX,13084.09644357496,13148.35031621843,13157.47419139081,13036.54768269384,2023-04-03
NDX,13165.32420265446,13100.0749607901,13204.0783951361,13049.97705710908,2023-04-04
NDX,13056.79074212834,12967.19934763408,13065.27531992944,12894.4424875366,2023-04-05
NDX,12892.89854044721,13062.59644934291,13078.10147875381,12846.02826731398,2023-04-06
NDX,12936.52163558526,13051.23381451141,13051.85425557752,12861.51981920017,2023-04-10
NDX,13040.48714104883,12964.15482190189,13049.55936726418,12947.6560992732,2023-04-11
NDX,13043.97401702184,12848.34758264898,13071.97935517626,12833.30861042759,2023-04-12
NDX,12922.89555430134,13109.38872570732,13124.41384612318,12920.02418385964,2023-04-13
NDX,13044.69401358857,13079.51597075685,13152.28455758919,12962.50561888318,2023-04-14
NDX,13053.25793216262,13087.71371413619,13105.68397888878,12981.26264158965,2023-04-17
NDX,13180.30857764451,13091.79298613564,13196.1808354027,13044.20756995231,2023-04-18
NDX,12992.51177931454,13088.71483726067,13128.24880538789,12988.19685184953,2023-04-19
NDX,12962.28758811532,12985.9803917797,13107.92286856316,12933.79645091321,2023-04-20
NDX,12970.32118921415,13000.76793619958,13030.84684368376,12899.63885591389,2023-04-21
NDX,12981.71083753024,12969.75760106389,13044.22479284892,12883.774032941,2023-04-24
NDX,12905.08590575484,12725.10851715867,12933.28264917436,12724.24293302922,2023-04-25
NDX,12866.64129583585,12806.48476150713,12929.61848803093,12783.4177264765,2023-04-26
NDX,12963.2069352133,13160.02633119604,13175.61771857763,12938.49777351041,2023-04-27
NDX,13139.34878919871,13245.98646667011,13247.3873692245,13096.93530329968,2023-04-28
NDX,13229.11476869477,13231.46754136602,13287.47029659461,13186.39607116463,2023-05-01
NDX,13225.48413233598,13113.65964840925,13241.53044209531,13046.78602095572,2023-05-02
NDX,13123.10231628952,13030.20835495738,13231.7059296827,13026.04225568392,2023-05-03
NDX,13014.07473369836,12982.48070544007,13064.01697814945,12938.45418917474,2023-05-04
NDX,13070.69511212687,13259.13233647649,13291.10818690313,13059.9112118517,2023-05-05
NDX,13247.09372929302,13291.64240995866,13302.43304583711,13193.08053674069,2023-05-08
NDX,13228.64291765101,13201.11400309484,13254.80697599148,13193.88225300429,2023-05-09
NDX,13308.4145796211,13347.82747307838,13384.41817363996,13204.78680298946,2023-05-10
NDX,13376.85464911129,13389.77841657461,13411.69801604268,13306.08269164304,2023-05-11
NDX,13407.02004357992,13340.17545204817,13427.41536913202,13256.55915667609,2023-05-12
NDX,13352.26323988047,13413.50923878521,13419.80988338652,13297.84744639193,2023-05-15
NDX,13385.36889022709,13426.01426976057,13498.4355381363,13384.77458988418,2023-05-16
NDX,13474.51876921186,13589.26316826363,13608.3257134758,13419.3468144628,2023-05-17
NDX,13608.94630867146,13834.61599628726,13844.76330685854,13606.80539619865,2023-05-18
NDX,13842.69186145549,13803.48887934733,13874.42189757993,13763.89648108255,2023-05-19
NDX,13805.33485743055,13849.74291584328,13893.70943187844,13792.96981110488,2023-05-22
NDX,13773.68234750777,13672.53835693203,13827.10444654973,13662.90989874254,2023-05-23
NDX,13589.018099016,13604.48246325555,13655.7337263637,13520.92030941479,2023-05-24
NDX,13920.88729045528,13938.53083809707,13986.86873385721,13812.18418800153,2023-05-25
