symbol,initial_investment,shares_bought,total_return,volatility,avg_return,sharpe_ratio
WGMI,25000,5483.8990065056241,95.536097652663869,22.649752830675428,45.928218681101072,1.6749097437727438
NVDA,25000,1746.4198905223157,210.60951382594624,51.843344010794475,70.474206229881887,1.2052131368283985
C:EURUSD,25000,23163.160321742467,9.2651448420969243E-2,0.33518171133570834,6.1746087808532406E-2,-23.659348392094511
NDX,25000,2.0718910586732031,17.837132690539924,4.336730846565267,7.9919269709585103,0
PORTFOLIO,100000,30395.551109829081,324.07539561757102,19.791252349842722,31.114024492437501,1.1682988581398559
