Symbol,Date,Cumulative Return,moving_avg_10_day,moving_avg_100_day
C:EURUSD,2023-01-01,0,-0.38196176754023908,-4.0666292975621535E-2
C:EURUSD,2023-01-02,-0.27008474318865411,-0.36926059796089916,-4.6295566877460122E-2
C:EURUSD,2023-01-03,-0.57444781625445829,-0.35985737677564089,-5.3775189364291966E-2
C:EURUSD,2023-01-04,-0.43546788235911299,-0.35263134641988381,-6.1317824130310734E-2
C:EURUSD,2023-01-05,-0.62980839589897009,-0.32902085275805842,-0.06919021641252375
C:EURUSD,2023-01-06,-0.3057547500641995,-0.30878910294820194,-7.7281701380356588E-2
C:EURUSD,2023-01-07,-0.30343804966409149,-0.31515906260613658,-8.5824617929833882E-2
C:EURUSD,2023-01-08,-0.30204913392958405,-0.27267756997733045,-9.1783975571825799E-2
C:EURUSD,2023-01-09,-0.14013690346345539,-0.20318815528243608,-9.8843773116659275E-2
C:EURUSD,2023-01-10,-0.12670335465949392,-0.14829146797071985,-0.10204451934281802
C:EURUSD,2023-01-11,-6.3699596579346693E-2,-7.8523994002535208E-2,-0.10785252825923551
C:EURUSD,2023-01-12,0.15473018309940745,-3.9517275847501442E-2,-0.11159045948019591
C:EURUSD,2023-01-13,0.12044633069448536,-1.0030567191215534E-2,-0.11517044613918816
C:EURUSD,2023-01-14,0.11349899075804933,2.1147139468677124E-2,-0.11950447673194757
C:EURUSD,2023-01-15,6.7866343782876357E-2,4.4194304617109118E-2,-0.12150980559321681
C:EURUSD,2023-01-16,8.4312431486137943E-2,7.5858269847273924E-2,-0.12836758964390171
C:EURUSD,2023-01-17,-8.5709631012323376E-3,0.10145352930943483,-0.13500003221474605
C:EURUSD,2023-01-18,9.7279326693424078E-3,0.10240312795972897,-0.14014493997774821
C:EURUSD,2023-01-19,9.0334748020864941E-2,0.108495028344373,-0.14278475249573655
C:EURUSD,2023-01-20,0.18993629764215439,0.11954367353024756,-0.14568376237171346
C:EURUSD,2023-01-21,0.19225299804226234,0.14228986091513726,-0.14730869470717062
C:EURUSD,2023-01-22,0.16422616960234881,0.15679008595814412,-0.14753067365543918
C:EURUSD,2023-01-23,0.18136533454092568,0.17548273795881797,-0.14761781929491502
C:EURUSD,2023-01-24,0.2239854426167949,0.1925771704224451,-0.15230980291422347
C:EURUSD,2023-01-25,0.29532821763177347,0.20172661830773103,-0.15587961516339927
C:EURUSD,2023-01-26,0.2293146819162066,0.19570430177300696,-0.15426448674087173
C:EURUSD,2023-01-27,0.17835555690550609,0.19206771723553245,-0.15281379329789005
C:EURUSD,2023-01-28,0.18067225730561404,0.22653436530968901,-0.15421644457438793
C:EURUSD,2023-01-29,0.1818292268737241,0.23420156674112805,-0.15445763219356221
C:EURUSD,2023-01-30,0.12971313229491352,0.21921508312784863,-0.15310942605662195
C:EURUSD,2023-01-31,0.15588715266751751,0.19639958801942775,-0.14900377050583663
C:EURUSD,2023-02-01,0.50889265034391429,0.17256463428440399,-0.1459831809030451
C:EURUSD,2023-02-02,0.25803734885531593,0.13990468117066485,-0.14459836507585833
C:EURUSD,2023-02-03,7.4120606484000748E-2,0.10726764654717699,-0.14319112746696125
C:EURUSD,2023-02-04,6.7173266547564711E-2,7.1110000469414097E-2,-0.14191390826266212
C:EURUSD,2023-02-05,-9.0348554340307589E-3,4.5607243347424095E-2,-0.13987919632927395
C:EURUSD,2023-02-06,-0.14824397423188568,8.2451339627165089E-3,-0.13702720660463569
C:EURUSD,2023-02-07,-0.14569808892926447,-6.5112535309662767E-2,-0.13413696268780353
C:EURUSD,2023-02-08,-0.17974723390390498,-0.1053469113882813,-0.12968043642026808
C:EURUSD,2023-02-09,-0.12531443892498648,-0.12619362534619433,-0.12624538818514824
C:EURUSD,2023-02-10,-0.21773394117955833,-0.15649104107932399,-0.12460589861191337
C:EURUSD,2023-02-11,-0.22468404237987852,-0.1851438480421268,-0.12034249503495999
C:EURUSD,2023-02-13,-0.14430641193086924,-0.18769194235585601,-0.11489528987208099
C:EURUSD,2023-02-14,-0.13434653309512942,-0.19118963531987976,-0.11092264247965845
C:EURUSD,2023-02-15,-0.23580089078373204,-0.19850919362810857,-0.10662790870509664
C:EURUSD,2023-02-16,-0.29556292506205861,-0.21171217689761074,-0.10060467319206684
C:EURUSD,2023-02-17,-0.173724917369178,-0.22271470897659382,-9.4731054048059635E-2
C:EURUSD,2023-02-18,-0.18067501856950183,-0.2437698983578776,-9.0896081655527067E-2
C:EURUSD,2023-02-19,-0.25294281698619309,-0.27469274036111929,-8.8172255755925785E-2
C:EURUSD,2023-02-20,-0.25734427162000795,-0.30990078778858771,-8.4403804218358497E-2
C:EURUSD,2023-02-21,-0.32775926196938965,-0.33774288767454752,-7.8836817588147201E-2
C:EURUSD,2023-02-22,-0.43523593619271561,-0.36375509798345018,-7.2842196530196551E-2
C:EURUSD,2023-02-23,-0.4535348319632867,-0.38893340659886971,-6.2983932205449816E-2
C:EURUSD,2023-02-24,-0.48642700736981348,-0.42099112805913619,-0.05010520415404611
C:EURUSD,2023-02-25,-0.5142218896433296,-0.42446562640651947,-4.1321734184171503E-2
C:EURUSD,2023-02-26,-0.55568502815108511,-0.44378370467730538,-3.1977700032859789E-2
C:EURUSD,2023-02-27,-0.4255080035233732,-0.44459441175414838,-2.4709087043322208E-2
C:EURUSD,2023-02-28,-0.50125223317216661,-0.43442578136864834,-0.01800335769688579
C:EURUSD,2023-03-01,-0.28768780046002573,-0.42789373552062282,-1.0933969896701888E-2
C:EURUSD,2023-03-02,-0.4505250543278671,-0.40403558716895932,-2.5373253845757749E-3
C:EURUSD,2023-03-03,-0.33586633273781991,-0.40933997509340003,3.3275714960243974E-3
C:EURUSD,2023-03-04,-0.33354963233771562,-0.41038235221025421,1.0033300842460853E-2
C:EURUSD,2023-03-05,-0.38821437348303151,-0.41580243709150599,0.01277349628471868
C:EURUSD,2023-03-06,-0.24784552385317873,-0.39764243289438478,1.7406151543683811E-2
C:EURUSD,2023-03-07,-0.56726576888773705,-0.40315529624219659,2.1793247605293112E-2
C:EURUSD,2023-03-08,-0.56610879931962699,-0.38404569339478128,0.02885106570979588
C:EURUSD,2023-03-09,-0.47970885233589072,-0.36676598012442313,3.5721255933264986E-2
C:EURUSD,2023-03-10,-0.31965219120095573,-0.34879153286042153,4.0842627287361176E-2
C:EURUSD,2023-03-11,-0.34281643393814376,-0.35898335786256164,4.4822050348884875E-2
C:EURUSD,2023-03-12,-0.25942902585371486,-0.3758463964125669,4.8954364591760093E-2
C:EURUSD,2023-03-13,-0.16306920003423875,-0.32259431787117682,5.3434128669373714E-2
C:EURUSD,2023-03-14,-0.1538051596976984,-0.27038461644664052,5.6792791996751912E-2
C:EURUSD,2023-03-15,-0.49013262350443254,-0.24849552537187397,6.4786402432120416E-2
C:EURUSD,2023-03-16,-0.4164759093532302,-0.23383321413877667,6.8182121920844801E-2
C:EURUSD,2023-03-17,-3.4744983473836331E-2,-0.2043465054824905,7.0644368540367472E-2
C:EURUSD,2023-03-18,-4.4011785074264481E-2,-0.16086930109649877,7.1661231578917475E-2
C:EURUSD,2023-03-19,-0.26081794158822597,-0.13499598236104723,7.3764431055381829E-2
C:EURUSD,2023-03-20,-0.17302907886998217,-0.12285829469865028,7.4734960085929711E-2
C:EURUSD,2023-03-21,-4.7949347375280921E-2,-7.6624796701947065E-2,0.07626373383625068
C:EURUSD,2023-03-22,0.17534301800620233,-3.8567677197207398E-2,7.7757770886889496E-2
C:EURUSD,2023-03-23,9.5663987320276644E-2,-3.1989518242290592E-2,7.7841161056237798E-2
C:EURUSD,2023-03-24,-0.03242828307372838,-1.7049147735902537E-2,7.8112179106619842E-2
C:EURUSD,2023-03-25,-2.7797643537400288E-2,2.0475047838896289E-2,7.4691000764869286E-2
C:EURUSD,2023-03-26,-3.5904714305834209E-2,6.3581690611426114E-2,7.3150629706228334E-2
C:EURUSD,2023-03-27,3.1036606075333109E-2,8.5980510999494081E-2,7.1992472794646753E-2
C:EURUSD,2023-03-28,0.10539191998961543,0.07057707653947283,7.1969305790645671E-2
C:EURUSD,2023-03-29,0.114424014159762,8.7347060496529488E-2,7.2592384986455191E-2
C:EURUSD,2023-03-30,0.25803734885531593,0.12866992679889327,7.4746557394249694E-2
C:EURUSD,2023-03-31,0.17603885650539813,0.1569057829149548,0.07661582259431704
C:EURUSD,2023-04-02,2.1308673405990703E-2,0.18977448757845342,7.7857369675246937E-2
C:EURUSD,2023-04-03,0.26336382689084348,0.23322877347419357,7.8241875671331493E-2
C:EURUSD,2023-04-04,0.38080037994990928,0.26901585793849458,0.07880937062512175
C:EURUSD,2023-04-05,0.25456091762321376,0.28529958332527822,7.9573771306601676E-2
C:EURUSD,2023-04-06,0.2927823323291523,0.27709973409028643,7.9349087264221796E-2
C:EURUSD,2023-04-07,0.4655794650327334,0.28798629308607016,7.8688924294427254E-2
C:EURUSD,2023-04-08,0.4632627646326255,0.33308491162574833,7.9587632851307918E-2
C:EURUSD,2023-04-09,0.27726126802759971,0.36669473951617038,8.0231559589454479E-2
C:EURUSD,2023-04-10,0.17603885650539813,0.40018887044978146,8.1209047004994345E-2
C:EURUSD,2023-04-11,0.28490444646323526,0.44607527757605131,8.1417522428365141E-2
C:EURUSD,2023-04-12,0.47229485880277206,0.46108495580597086,8.2325508831901761E-2
C:EURUSD,2023-04-13,0.59946210579506443,0.44498651122591759,8.2666000281648166E-2
C:EURUSD,2023-04-14,0.71574168928602011,0.44077088965161088,8.4048841235609628E-2
C:EURUSD,2023-04-15,0.7134249888859121,0.44975825134680597,8.6177527177739077E-2
C:EURUSD,2023-04-16,0.44287911462834745,0.47264333030514677,8.8697677500944996E-2
C:EURUSD,2023-04-17,0.30459501923220161,0.51410564043373885,9.3304818681606214E-2
C:EURUSD,2023-04-18,0.42110654888955834,0.51285478789351402,9.7728970904561688E-2
C:EURUSD,2023-04-19,0.36713488497955038,0.51359591112043756,0.10233611208522291
C:EURUSD,2023-04-20,0.40488964608880634,0.48489671492435454,0.10558821823925171
C:EURUSD,2023-04-21,0.69952754774915593,0.47192540169486313,0.10985950689349455
C:EURUSD,2023-04-23,0.45978633340052327,0.48285834992392634,0.11265067526708247
C:EURUSD,2023-04-24,0.60687333806429888,0.52976366342402148,0.11829091571794165
C:EURUSD,2023-04-25,0.42874972732519012,0.5647861539183705,0.12517731456041978
C:EURUSD,2023-04-26,0.58371185659099867,0.57842928265125404,0.1324737058646476
C:EURUSD,2023-04-27,0.55220859691897928,0.57870734192454476,0.13980715333022153
C:EURUSD,2023-04-28,0.77364815423315303,0.5591112043804678,0.14531071121873829
C:EURUSD,2023-04-29,0.7713314538330488,0.57692384158076704,0.15392276192658827
C:EURUSD,2023-04-30,0.50356617230838674,0.56904844085234552,0.16418171325378977
C:EURUSD,2023-05-01,0.40767023882171266,0.62253218943374633,0.1727335407962925
C:EURUSD,2023-05-02,0.50356617230838674,0.61625473211598292,0.17917289101567491
C:EURUSD,2023-05-03,0.63791270540351619,0.60805488288099119,0.18582071665842811
C:EURUSD,2023-05-04,0.52811933078008222,0.57039151960635315,0.19103243656686458
C:EURUSD,2023-05-05,0.96358721313919893,0.5372218371793126,0.1953685873097826
C:EURUSD,2023-05-07,0.52093728341336465,0.51440606594450333,0.20071928162958672
C:EURUSD,2023-05-08,0.47021010456906154,0.50699400529610317,0.20844883239956516
C:EURUSD,2023-05-09,0.39701452148677341,0.48976068125902489,0.21433692389680531
C:EURUSD,2023-05-10,0.43963462956264265,0.43977462564164788,0.21762608621218027
C:EURUSD,2023-05-11,0.27540845996029384,0.40526158833421178,0.22068363371282229
C:EURUSD,2023-05-12,0.33354963233771195,0.32558034863717766,0.22605978688565254
C:EURUSD,2023-05-13,0.331232931937604,0.28388664459496321,0.22985854045113455
C:EURUSD,2023-05-14,0.13805214922974482,0.23269612567064141,0.23177182019754011
C:EURUSD,2023-05-15,0.18298895770572199,0.19948033013670977,0.2322559525946209
C:EURUSD,2023-05-16,0.16677481616885781,0.16084417359513753,0.2355149895210028
C:EURUSD,2023-05-17,0.10400024299122015,0.14002065425386467,0.23991597473995724
C:EURUSD,2023-05-18,-4.1695084674156536E-2,0.11078853412784059,0.24424748655954731
C:EURUSD,2023-05-19,0.06485656614745676,7.2105988352988509E-2,0.24949394316766596
C:EURUSD,2023-05-20,5.3273064146920658E-2,4.9614389498360903E-2,0.25428873984199973
C:EURUSD,2023-05-21,6.7173266547564711E-2,1.5217049147735561E-2,0.2612840153194913
C:EURUSD,2023-05-22,4.1228431077470304E-2,-0.01628482989233877,0.27011149983570404
C:EURUSD,2023-05-23,-5.5592525810916414E-2,-4.3362335808346586E-2,0.27802403956338823
C:EURUSD,2023-05-24,-8.6863839316531091E-2,-5.9229110348389381E-2,0.28650175478319861
C:EURUSD,2023-05-25,-0.16098444580053184,-8.0307770472701628E-2,0.29634610233796138
C:EURUSD,2023-05-26,-0.14824397423188568,-0.10875210201213373,0.30400615209593662
C:EURUSD,2023-05-28,-0.16677481616885781,-0.12306704624840963,0.31027874958926122
C:EURUSD,2023-05-29,-0.20036283007458405,-0.14317263697939886,0.31727170560508872
C:EURUSD,2023-05-30,-0.14593003509566552,-0.15382780206156016,0.32225178308615343
C:EURUSD,2023-05-31,-0.23117025124740032,-0.16747093079444381,0.32544827738552412
C:EURUSD,2023-06-01,-7.5976175815194447E-2,-0.17032000287171503,0.32855213128152938
C:EURUSD,2023-06-02,-0.15982747623242177,-0.17773233964650359,0.33344652674422059
C:EURUSD,2023-06-03,-0.1621441766325297,-0.18120683799388723,0.33793786051751534
C:EURUSD,2023-06-04,-0.22329512664536741,-0.16374184391679814,0.34104174202615944
C:EURUSD,2023-06-05,-0.18947516657324379,-0.15632950714200958,0.34291332668789076
C:EURUSD,2023-06-06,-0.22236734197977054,-0.14270957302576601,0.34119924451820005
C:EURUSD,2023-06-07,-0.20151979964269412,-0.14514169425629583,0.33964730376387797
C:EURUSD,2023-06-08,-2.5712889303693375E-2,-0.13657128340784216,0.3378544703481669
C:EURUSD,2023-06-09,-7.1806667347780601E-2,-0.12121396205471244,0.33813937755589407
C:EURUSD,2023-06-10,-9.4970910084964999E-2,-0.08753455031437074,0.34005726861298874
C:EURUSD,2023-06-11,-0.10029738812049253,-3.3309678506046755E-2,0.33932760463119094
C:EURUSD,2023-06-12,-7.4123367747884916E-2,2.8536005500436799E-2,0.33930675708885388
C:EURUSD,2023-06-13,-8.5709631012323376E-3,8.3201022772142613E-2,0.3406316943391321
C:EURUSD,2023-06-14,0.11349899075804933,0.11602333820236144,0.33848445270369071
C:EURUSD,2023-06-15,0.35277355150999573,0.15259793512686573,0.33873926213506367
C:EURUSD,2023-06-16,0.39608949808506444,0.20807365947541454,0.33651097740457681
C:EURUSD,2023-06-18,0.34513037307436389,0.25565078847890199,0.3364623239349106
C:EURUSD,2023-06-19,0.3025102649984947,0.29549140832741888,0.33498913442660888
C:EURUSD,2023-06-20,0.29393930189726236,0.32854511767125966,0.33340477643426858
C:EURUSD,2023-06-21,0.45978633340052327,0.34336951509444819,0.32914508508834578
C:EURUSD,2023-06-22,0.37547390191438174,0.33514674736920502,0.32404920019991468
C:EURUSD,2023-06-23,0.32428283073728381,0.3336642247889694,0.32157074496138288
C:EURUSD,2023-06-24,0.32196613033717586,0.32743343283087434,0.31938183585390617
C:EURUSD,2023-06-25,0.26174296498993499,0.31441573036810311,0.31622468956490679
C:EURUSD,2023-06-26,0.27054587425756471,0.3144389249847433,0.31209237532203155
C:EURUSD,2023-06-27,0.38126427228270765,0.29463458814368443,0.30870361421829917
C:EURUSD,2023-06-28,0.28282245349341245,0.28476693552172644,0.30148365469842769
C:EURUSD,2023-06-29,0.17233324037078274,0.27302328021581984,0.2974787451712389
C:EURUSD,2023-06-30,0.29417124806366335,0.25516452990862959,0.29442122528323578
C:EURUSD,2023-07-02,0.26174296498993499,0.25136585918106424,0.29057845717141562
C:EURUSD,2023-07-03,0.27679737569480128,0.26646803975115479,0.28620525026715143
C:EURUSD,2023-07-04,0.20684627767821803,0.26910863640505517,0.2835345558368968
C:EURUSD,2023-07-05,0.14337862726527237,0.2813617448978743,0.28095415473570479
C:EURUSD,2023-07-06,0.22375625771428168,0.31300251551139946,0.27940685290471073
C:EURUSD,2023-07-07,0.42156767995846889,0.33463701805590401,0.28118576955043784
C:EURUSD,2023-07-08,0.40767023882171266,0.38895466833078773,0.28049086988096106
C:EURUSD,2023-07-09,0.40535353842160476,0.46099217733941134,0.27889259511863684
C:EURUSD,2023-07-10,0.48874094650603361,0.54523668173396245,0.27792206608808906
C:EURUSD,2023-07-11,0.51051627350871054,0.63327985685607935,0.2782903634651645
C:EURUSD,2023-07-12,0.80491946773877132,0.71147857397287773,0.27602035603736463
C:EURUSD,2023-07-13,0.99717246578103735,0.77225868624586713,0.27388010039955407
C:EURUSD,2023-07-14,1.0492913216237321,0.83229767529193333,0.27093836030627855
C:EURUSD,2023-07-15,1.0238103784864399,0.88714797337036955,0.26864985241044442
C:EURUSD,2023-07-16,1.005743428882266,0.91735288676332782,0.26732955408349424
C:EURUSD,2023-07-17,1.0293688026883647,0.94482414890943733,0.26641460929496558
C:EURUSD,2023-07-18,1.0080601292823739,0.94169701755887547,0.26697050694043589
C:EURUSD,2023-07-19,0.9538565192059687,0.91864985241044361,0.26752408512424214
C:EURUSD,2023-07-20,0.79079008043561783,0.87623794363155771,0.26779739502364924
C:EURUSD,2023-07-21,0.78522889496980497,0.83338616551567812,0.26613660524695265
C:EURUSD,2023-07-22,0.77364815423315303,0.7987571551250422,0.2647931399160014
C:EURUSD,2023-07-23,0.76670081429672066,0.73862566373880512,0.26420247795821
C:EURUSD,2023-07-24,0.62517223383486997,0.69387441219594881,0.26259959188519666
C:EURUSD,2023-07-25,0.59529259732764694,0.65190292500683289,0.26161053477397572
C:EURUSD,2023-07-26,0.65945332497590781,0.61996090050337715,0.25991732775926091
C:EURUSD,2023-07-27,0.42805388882599432,0.59107642350056366,0.25907188398273551
C:EURUSD,2023-07-28,0.56054761385381058,0.54852562314822673,0.25814073057519776
C:EURUSD,2023-07-30,0.53414164731480929,0.50836055479313913,0.25700110174428931
C:EURUSD,2023-07-31,0.47136983540105937,0.49958166852131464,0.25433733808638787
C:EURUSD,2023-08-01,0.49638412494166911,0.4885327472090516,0.24940823353665334
C:EURUSD,2023-08-02,0.34814015070978349,0.47111414236524246,0.24346223833573
C:EURUSD,2023-08-03,0.36505013074584353,0.46671323998420461,0.23906357257843955
